journal,publisher,count
Phage,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",1
Journal of Applied Statistics,Taylor & Francis,1
Brain & Spine,Elsevier,1
International Journal of STD & AIDS,"SAGE Publications; Sage UK: London, England",1
The Texas Heart Institute Journal,"Texas Heart® Institute, Houston",1
Lifestyle Genomics,"S. Karger AG; Basel, Switzerland",1
Journal of Neuroimmune Pharmacology,Springer US; New York,1
Clinics in Orthopedic Surgery,The Korean Orthopaedic Association,1
Vox Sanguinis,"Blackwell Publishing Ltd; Oxford, UK",1
npj Imaging,Nature Publishing Group UK; London,1
European Oral Research,"Istanbul University Faculty of Dentistry; Istanbul, Turkey",1
International Journal of Surgery Case Reports,Elsevier,1
Indian Journal of Community Medicine: Official Publication of Indian Association of Preventive & Social Medicine,Wolters Kluwer - Medknow; India,1
Translational Vision Science & Technology,The Association for Research in Vision and Ophthalmology,1
The International Journal of Social Psychiatry,"SAGE Publications; Sage UK: London, England",1
Computers in biology and medicine,,1
Blood and Lymphatic Cancer: Targets and Therapy,Dove,1
Osteoarthritis and cartilage,,1
Acta Anaesthesiologica Scandinavica,John Wiley and Sons Inc.; Hoboken,1
Clinical Medicine Insights. Case Reports,"SAGE Publications; Sage UK: London, England",1
Journal of Conservative Dentistry : JCD,Medknow Publications; India,1
Research Letters in Biochemistry,Hindawi Publishing Corporation,1
Anesthesiology Research and Practice,Hindawi Publishing Corporation,1
Muscle & Nerve,"Wiley Subscription Services, Inc., A Wiley Company; Hoboken",1
Journal of Molecular Graphics & Modelling,"Elsevier Science, Inc",1
Neurology Research International,Hindawi Publishing Corporation,1
Pathology Research International,SAGE-Hindawi Access to Research,1
AIDS Research and Treatment,Hindawi Publishing Corporation,1
International Political Science Review,"SAGE Publications; Sage UK: London, England",1
Florence Nightingale Journal of Nursing,İstanbul University-Cerrahpaşa Florence Nightingale Faculty of Nursing,1
Extracellular vesicle,,1
Mini Reviews in Medicinal Chemistry,Bentham Science Publishers Ltd,1
Acta Crystallographica Section A: Foundations of Crystallography,International Union of Crystallography,1
PMC Biophysics,BioMed Central,1
International Journal of Alzheimer's Disease,SAGE-Hindawi Access to Research,1
ISRN Pediatrics,International Scholarly Research Network,1
Computational Biology and Chemistry,Elsevier,1
Journal of Gastric Cancer,The Korean Gastric Cancer Association,1
BMC Family Practice,BioMed Central,1
Open biology,The Royal Society,1
Experimental Diabetes Research,Hindawi Publishing Corporation,1
Congenital Heart Disease,"Blackwell Publishing Inc; Malden, USA",1
Parasite Immunology,"Blackwell Publishing Ltd; Oxford, UK",1
New Biotechnology,Elsevier,1
BMC Blood Disorders,BioMed Central,1
Critical Reviews in Toxicology,Informa Healthcare,1
Gland Surgery,AME Publishing Company,1
Neuropediatrics,"Georg Thieme Verlag KG; Rüdigerstraße 14, 70469 Stuttgart, Germany",1
Tropical lepidoptera research,,1
ISRN Cardiology,International Scholarly Research Network,1
BMC Emergency Medicine,BioMed Central,1
JRSM Open,"SAGE Publications; Sage UK: London, England",1
International Journal of Bioprinting,Whioce Publishing Pte. Ltd.,1
International Journal of Pediatrics,Hindawi Publishing Corporation,1
Trends in Molecular Medicine,Elsevier Science Ltd,1
Iranian Journal of Environmental Health Science & Engineering,BioMed Central,1
Mechanisms of Development,Elsevier,1
Current Molecular Medicine,Bentham Science Publishers,1
Croatian Medical Journal,Croatian Medical Schools,1
Cellular Signalling,Elsevier Science Ltd,1
Journal of Injury and Violence Research,Kermanshah University of Medical Sciences,1
Journal of Genetic Counseling,Springer US; New York,1
International Journal of Nephrology,Hindawi Publishing Corporation,1
ISRN Dentistry,Hindawi Publishing Corporation,1
Clinical Nephrology,Dustri-Verlag Dr. Karl Feistle,1
Nutritional Neuroscience,Maney Publishing,1
Neuroscience Letters,Elsevier Scientific Publishers Ireland,1
Quaternary Science Reviews,Pergamon Press,1
Environmental Advances,Elsevier Ltd,1
ISRN Dermatology,Hindawi Publishing Corporation,1
ISRN Obstetrics and Gynecology,Hindawi Publishing Corporation,1
Molecular and Cellular Probes,Academic Press,1
Arthritis,Hindawi Publishing Corporation,1
The Journal of Steroid Biochemistry and Molecular Biology,Pergamon,1
Journal of data mining in genomics & proteomics,,1
Translational Respiratory Medicine,Springer Berlin Heidelberg; Berlin/Heidelberg,1
British journal of medicine and medical research,,1
Language development research,,1
Future microbiology,,1
Journal of Diabetes and Metabolic Disorders,BioMed Central,1
Journal of Skin Cancer,Hindawi Publishing Corporation,1
Plant Biotechnology Reports,Springer Japan; Tokyo,1
Journal of Multivariate Analysis,Academic Press,1
Advances in redox research : an official journal of the Society for Redox Biology and Medicine and the Society for Free Radical Research-Europe,,1
Respiratory Medicine Case Reports,Elsevier,1
Geophysical Research Letters,John Wiley and Sons Inc.; Hoboken,1
Cardiology Journal,Via Medica,1
Molecular Ecology Notes,Blackwell Publishing Ltd,1
Clinical and molecular allergy : CMA,BioMed Central,1
Amyloid,Informa Healthcare,1
"Environmental Analysis, Health and Toxicology",The Korean Society of Environmental Health and Toxicology & Korea Society for Environmental Analysis,1
Restoration Ecology,"Wiley Periodicals, Inc.; Malden, USA",1
Experimental parasitology,,1
Gastrointestinal Tumors,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",1
BMC Chemical Biology,BioMed Central,1
Metal-Based Drugs,Hindawi Publishing Corporation,1
Brain Research,Elsevier/North-Holland Biomedical Press,1
Ieee Transactions on Information Technology in Biomedicine,IEEE,1
Journal of Psychiatric Research,Pergamon Press,1
Cases Journal,BioMed Central,1
Aging,Impact Journals LLC,1
International Journal of Diabetes in Developing Countries,Medknow Publications; India,1
Silence,BioMed Central,1
"Nutrition (Burbank, Los Angeles County, Calif.)",Elsevier Science,1
Experimental & Translational Stroke Medicine,BioMed Central,1
Journal of Negative Results in Biomedicine,BioMed Central,1
Biophysical Chemistry,Elsevier Science B.V,1
The Pan African medical journal,African Field Epidemiology Network,1
Ground Water,"Blackwell Publishing Ltd; Malden, US",1
Nano today,,1
Therapeutic Drug Monitoring,Therapeutic Drug Monitoring,1
Visual Communication,"SAGE Publications; Sage UK: London, England",1
International Archives of Allergy and Immunology,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",1
Socius : sociological research for a dynamic world,,1
Second Language Research,"SAGE Publications; Sage UK: London, England",1
Nature cancer,,1
Journal of Cardiovascular Pharmacology,Journal of Cardiovascular Pharmacology,1
Zoonoses and public health,,1
ACS Environmental Au,"American Chemical
Society",1
Experimental neurology,,1
Veterinary ophthalmology,,1
Society and Mental Health,"SAGE Publications; Sage CA: Los Angeles, CA",1
Journal of Pathology and Translational Medicine,The Korean Society of Pathologists/The Korean Society for Cytopathology,1
World Journal of Methodology,Baishideng Publishing Group Inc,1
21st century pathology,,1
"Dermatology (Basel, Switzerland)","S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",1
Neurology: Clinical Practice,"Lippincott Williams & Wilkins; Hagerstown, MD",1
Eye and Brain,Dove,1
Psychosocial Intervention,Colegio Oficial de la Psicología de Madrid,1
Molecular therapy : the journal of the American Society of Gene Therapy,,1
Pediatric Dermatology,John Wiley and Sons Inc.; Hoboken,1
Kidney & Blood Pressure Research,"S. Karger AG; Basel, Switzerland",1
Cardiovascular Diagnosis and Therapy,AME Publishing Company,1
Anesthesia and Analgesia,"Lippincott Williams & Wilkins; Hagerstown, MD",1
Clinical transplantation,,1
Therapeutic Advances in Urology,"SAGE Publications; Sage UK: London, England",1
Bioorganic & medicinal chemistry,,1
American journal of obstetrics and gynecology,,1
Indian journal of public health,,1
European Clinical Respiratory Journal,Taylor & Francis,1
Asian Journal of Urology,Second Military Medical University,1
The Journal of infection,,1
Anesthesia and Pain Medicine,Korean Society of Anesthesiologists,1
Current Journal of Neurology,"Tehran University of Medical Sciences; Tehran, Iran",1
Health Promotion Practice,"SAGE Publications; Sage CA: Los Angeles, CA",1
Indian Journal of Palliative Care,Scientific Scholar,1
Journal of the Turkish German Gynecological Association,Galenos Publishing,1
Chembiochem : a European journal of chemical biology,,1
F&S Reports,Elsevier,1
"Pediatric Gastroenterology, Hepatology & Nutrition","The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition",1
Journal of Neurosurgery,American Association of Neurological Surgeons,1
Revista Española de salud pública,Ministerio de Sanidad,1
Imaging Science in Dentistry,Korean Academy of Oral and Maxillofacial Radiology,1
Seminars in Hearing,"Thieme Medical Publishers, Inc.; 333 Seventh Avenue, 18th Floor, New York, NY 10001, USA",1
Cell genomics,,1
Journal of personality,,1
Current Gene Therapy,Bentham Science Publishers,1
Current protocols,,1
Blockchain in Healthcare Today,Partners in Digital Health,1
Homeopathy,"Georg Thieme Verlag KG; Rüdigerstraße 14, 70469 Stuttgart, Germany",1
Journal of Community Hospital Internal Medicine Perspectives,Greater Baltimore Medical Center,1
Biomedicine Hub,"S. Karger AG; Basel, Switzerland",1
Asian Spine Journal,Korean Society of Spine Surgery,1
Osteoporosis and Sarcopenia,Korean Society of Osteoporosis,1
Journal of Motor Behavior,Routledge,1
Zeitschrift Fur Gastroenterologie,"Georg Thieme Verlag KG; Rüdigerstraße 14, 70469 Stuttgart, Germany",1
Medical Care,"Lippincott Williams & Wilkins; Hagerstown, MD",1
South Asian Journal of Cancer,"Thieme Medical and Scientific Publishers Pvt. Ltd.; A-12, 2nd Floor, Sector 2, Noida-201301 UP, India",1
Journal of the National Medical Association,,1
Acta Medica Philippina,University of the Philippines Manila,1
Cardiorenal Medicine,"S. Karger AG; Basel, Switzerland",1
"Clinical, Cosmetic and Investigational Dentistry",Dove,1
Archives of Academic Emergency Medicine,"Shahid Beheshti University of Medical Sciences; Tehran, Iran",1
Aerosol science and technology : the journal of the American Association for Aerosol Research,,1
Forensic Science International. Reports,,1
Fetal Diagnosis and Therapy,"S. Karger AG; Basel, Switzerland",1
Digestion,"S. Karger AG; Basel, Switzerland",1
The European journal of neuroscience,,1
BMJ Case Reports,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",1
Medicine in microecology,,1
Yearbook of Medical Informatics,"Georg Thieme Verlag KG; Rüdigerstraße 14, 70469 Stuttgart, Germany",1
Annals of Occupational and Environmental Medicine,Korean Society of Occupational & Environmental Medicine,1
Cognitive development,,1
"Journal of Anaesthesiology, Clinical Pharmacology",Wolters Kluwer - Medknow; India,1
"Social Development (Oxford, England)",John Wiley and Sons Inc.; Hoboken,1
Oncology,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",1
European Heart Journal Open,Oxford University Press; US,1
Clinical and Experimental Emergency Medicine,The Korean Society of Emergency Medicine,1
Journal of Cancer & Allied Specialties,"Shaukat Khanum Memorial Cancer Hospital and Research Centre, Lahore. Pakistan; Pakistan",1
Actas Españolas de Psiquiatría,Actas Españolas de Psiquiatría,1
European Journal of Pharmacology,Elsevier Science,1
First Language,"SAGE Publications; Sage UK: London, England",1
World Journal of Orthopedics,Baishideng Publishing Group Inc,1
Antiviral Therapy,"SAGE Publications; Sage UK: London, England",1
"Evidence & policy : a journal of research, debate and practice",,1
Journal of Political Marketing,Routledge,1
Cancer Pathogenesis and Therapy,Elsevier,1
Clinical Rehabilitation,"SAGE Publications; Sage UK: London, England",1
Gene reports,,1
Crohn's & Colitis 360,Oxford University Press; US,1
Iranian Journal of Child Neurology,"Shahid Beheshti University of Medical Sciences; Tehran, Iran",1
Neuroscience Insights,"SAGE Publications; Sage UK: London, England",1
Indian Journal of Occupational and Environmental Medicine,Wolters Kluwer - Medknow; India,1
"Brain, Behavior and Evolution","S. Karger AG; Basel, Switzerland",1
Journal of Health and Social Behavior,"SAGE Publications; Sage CA: Los Angeles, CA",1
Studies in health technology and informatics,,1
Psychoradiology,Oxford University Press,1
American Journal of Lifestyle Medicine,"SAGE Publications; Sage CA: Los Angeles, CA",1
ACS Organic & Inorganic Au,"American
Chemical Society",1
Artificial intelligence chemistry,,1
Drug Resistance Updates,Churchill Livingstone,1
Internal Medicine Journal,"John Wiley & Sons Australia, Ltd; Melbourne",1
Dialogues in Health,Elsevier,1
Journal of Pancreatology,"Lippincott Williams & Wilkins; Hagerstown, MD",1
World Neurosurgery: X,Elsevier,1
Advances in redox research,,1
Contributions to Mineralogy and Petrology. Beitrage Zur Mineralogie Und Petrologie,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Asian Journal of Philosophy,Springer Netherlands; Dordrecht,1
Journal of Orofacial Orthopedics,Springer Medizin; Heidelberg,1
JMIR AI,"JMIR Publications; Toronto, Canada",1
Emergency Medicine Journal : EMJ,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",1
Npj Quantum Materials,Nature Publishing Group UK; London,1
International Journal of Sports Medicine,"Georg Thieme Verlag; Rüdigerstraße 14, 70469 Stuttgart,
Germany",1
Singapore Medical Journal,Wolters Kluwer - Medknow; India,1
Journal of insect physiology,,1
The European Journal of General Practice,Taylor & Francis,1
LIPIcs : Leibniz international proceedings in informatics,,1
Women's Health Nursing,Korean Society of Women Health Nursing,1
Acta Biochimica Polonica,Frontiers Media S.A.,1
BJA Open,Elsevier,1
Primary Health Care Research & Development,"Cambridge University Press; Cambridge, UK",1
Respirology Case Reports,"John Wiley & Sons, Ltd; Chichester, UK",1
The Journal of Pediatrics,Mosby,1
JAMA Dermatology,American Medical Association,1
Biochar,Springer Nature Singapore; Singapore,1
Phytopathology Research,BioMed Central; London,1
The journal of scientific practice and integrity,,1
Current Tropical Medicine Reports,Springer International Publishing; Cham,1
"Language, Cognition and Neuroscience",Routledge,1
"Health Promotion and Chronic Disease Prevention in Canada : Research, Policy and Practice",Public Health Agency of Canada,1
Exploration of medicine,,1
Mechanisms of Ageing and Development,Elsevier Science Ireland,1
International journal of medical informatics,,1
ACS Nano,"American Chemical
Society",1
In silico plants,,1
Attachment & human development,,1
IJTLD OPEN,International Union Against Tuberculosis and Lung Disease,1
Juntendo Medical Journal,The Juntendo Medical Society,1
"Environmental pollution (Barking, Essex : 1987)",,1
Research in Health Services & Regions,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Journal of tissue science & engineering,,1
Physiological Reviews,"American Physiological Society; Rockville, MD",1
Extremes,Springer US; New York,1
Brain research,,1
Journal of Neurotrauma,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",1
Agricultural Water Management,Elsevier,1
Methods in Microscopy,De Gruyter,1
"Languages (Basel, Switzerland)",,1
Journal of Clinical Child and Adolescent Psychology,Routledge,1
Acta Ophthalmologica,John Wiley and Sons Inc.; Hoboken,1
European Endodontic Journal,Kare Publishing; Turkey,1
BioMedInformatics,,1
Neuropsychological Rehabilitation,Routledge,1
Environmental Research Letters,IOP Publishing,1
Health Systems,Taylor & Francis,1
Clinical Neuroradiology,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Radiological Physics and Technology,Springer Nature Singapore; Singapore,1
Sucht,,1
European Journal of Hospital Pharmacy,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",1
Medicinal Chemistry (Shariqah (United Arab Emirates),Bentham Science Publishers,1
Head & Face Medicine,BioMed Central; London,1
Regulatory toxicology and pharmacology : RTP,,1
Journal of escience librarianship,,1
Device,,1
Urology Case Reports,Elsevier,1
Physical Therapy Research,Japanese Society of Physical Therapy,1
"Alcohol (Fayetteville, N.y.)",Elsevier Science,1
Current Eye Research,Taylor & Francis,1
Current Pediatric Reviews,Bentham Science Publishers,1
Journal of Food Science and Technology,Springer India; New Delhi,1
Biofabrication,IOP Publishing,1
Nature Water,Nature Publishing Group UK; London,1
SAGE Open Nursing,"SAGE Publications; Sage CA: Los Angeles, CA",1
Computational Particle Mechanics,Springer International Publishing; Cham,1
The Journal of Early Adolescence,"SAGE Publications; Sage CA: Los Angeles, CA",1
Applied Biosafety: Journal of the American Biological Safety Association,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",1
The Journal of Physiological Sciences : JPS,BioMed Central; London,1
Conservation letters,,1
Journal of Proteins and Proteomics,Springer Nature Singapore; Singapore,1
Journal of Intellectual Disabilities,"SAGE Publications; Sage UK: London, England",1
Nanoimpact,Elsevier B.V,1
Restorative Neurology and Neuroscience,"IOS Press; Nieuwe Hemweg 6B, 1013 BG Amsterdam, The Netherlands",1
Organic Chemistry Frontiers,The Royal Society of Chemistry,1
"Enzyme engineering (Los Angeles, Calif.)",,1
BDJ Open,Nature Publishing Group UK; London,1
Global Ecology and Conservation,Elsevier B.V,1
Rsc Applied Interfaces,RSC,1
JASA express letters,,1
Frontiers in RNA research,,1
Molecular ecology,,1
Nature Climate Change,Nature Publishing Group UK; London,1
African Journal of Disability,AOSIS,1
Jornal Brasileiro de Nefrologia,Sociedade Brasileira de Nefrologia,1
Studies in second language acquisition,,1
Spinal Cord,Nature Publishing Group UK; London,1
Purinergic Signalling,Springer Netherlands; Dordrecht,1
Canadian Pharmacists Journal : CPJ,"SAGE Publications; Sage CA: Los Angeles, CA",1
Current Drug Metabolism,Bentham Science Publishers,1
Autonomous Agents and Multi-Agent Systems,Springer US; New York,1
European Societies,Routledge,1
Agricultural and Forest Meteorology,Elsevier Science Publishers B.V,1
Biomechanics and Modeling in Mechanobiology,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Linguistic Typology,De Gruyter,1
Acta tropica,,1
Tissue Engineering and Regenerative Medicine,Springer Nature Singapore; Singapore,1
Frontiers in language sciences,,1
Kew Bulletin,Springer London; London,1
Alpine Botany,Springer International Publishing; Cham,1
Automated Software Engineering,Springer US; New York,1
Self and Identity,Routledge,1
Oman Medical Journal,OMJ,1
Journal of Cutaneous Medicine and Surgery,"SAGE Publications; Sage CA: Los Angeles, CA",1
Journal of Clinical Imaging Science,Scientific Scholar,1
"Stem cells (Dayton, Ohio)",,1
Inorganic chemistry frontiers,,1
Software and Systems Modeling,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,,1
Clinical Physiology and Functional Imaging,John Wiley and Sons Inc.; Hoboken,1
Revista Brasileira De Botanica,Springer International Publishing; Cham,1
The British Journal of Radiology,Oxford University Press,1
Immuno-Oncology and Technology,Elsevier,1
Translational Exercise Biomedicine,De Gruyter,1
Biotechnology Progress,"John Wiley & Sons, Inc.; Hoboken, USA",1
"Current psychology (New Brunswick, N.J.)",,1
Special Care in Dentistry,John Wiley and Sons Inc.; Hoboken,1
BJPsych Bulletin,"Cambridge University Press; Cambridge, UK",1
Hip International,"SAGE Publications; Sage UK: London, England",1
JPRAS Open,Elsevier,1
Catalysis Science & Technology,The Royal Society of Chemistry,1
Personality and Mental Health,John Wiley and Sons Inc.; Hoboken,1
British journal of cancer research,,1
Frontiers in Child and Adolescent Psychiatry,Frontiers Media S.A.,1
"Alcohol, Clinical & Experimental Research",John Wiley and Sons Inc.; Hoboken,1
DEN Open,John Wiley and Sons Inc.; Hoboken,1
Veterinární Medicína,Czech Academy of Agricultural Sciences,1
Life Metabolism,Oxford University Press; UK,1
The Lancet. Healthy Longevity,Elsevier Ltd,1
"Proceedings of the 6th ACM Conference on Conversational User Interfaces. ACM Conference on Conversational User Interfaces (6th : 2024 : Luxembourg, Luxembourg)",,1
Journal of Youth Studies,Routledge,1
International Journal of Developmental Disabilities,Taylor & Francis,1
Journal of Brachial Plexus and Peripheral Nerve Injury,"Georg Thieme Verlag KG; Oswald-Hesse-Straße 50, 70469 Stuttgart, Germany",1
The International Journal of Bilingualism,"SAGE Publications; Sage UK: London, England",1
European Heart Journal Supplements : Journal of the European Society of Cardiology,Oxford University Press,1
Healthcare Technology Letters,The Institution of Engineering and Technology,1
Clinical Otolaryngology,John Wiley and Sons Inc.; Hoboken,1
Eye,Nature Publishing Group UK; London,1
Psychiatry and Clinical Neurosciences,"John Wiley & Sons Australia, Ltd; Melbourne",1
World Development,Pergamon Press,1
Frontiers in Dental Medicine,Frontiers Media S.A.,1
Trends in Psychiatry and Psychotherapy,Associação de Psiquiatria do Rio Grande do Sul,1
Veterinary and Comparative Oncology,"Blackwell Publishing Ltd; Oxford, UK",1
Evolutionary Biology,Springer US; New York,1
Veterinary Surgery,"John Wiley & Sons, Inc.; Hoboken, USA",1
Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,,1
Translational Research,Elsevier,1
Natural Product Communications,"SAGE Publications; Sage CA: Los Angeles, CA",1
Ecography,,1
Lebensmittel-Wissenschaft + [I.e. Und] Technologie. Food Science + Technology. Science + Technologie Alimentaire,"Academic Press, etc",1
Neuroscience and Biobehavioral Reviews,Pergamon Press,1
Journal of medical virology,,1
European Heart Journal Cardiovascular Imaging,Oxford University Press; UK,1
Journal of Analytical Atomic Spectrometry,The Royal Society of Chemistry,1
Discovery Immunology,Oxford University Press; US,1
"Acta physiologica (Oxford, England)",,1
Microsurgery,"John Wiley & Sons, Inc.; Hoboken, USA",1
Infant Mental Health Journal,John Wiley and Sons Inc.; Hoboken,1
Diabetes & Metabolic Syndrome,Elsevier Ltd,1
European Journal of Work and Organizational Psychology,Routledge,1
Computers in Human Behavior,Elsevier Ltd,1
Bioelectricity,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",1
Acta Epileptologica,BioMed Central; London,1
CJC Open,Elsevier,1
Neurosurgical Review,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Neurological Research and Practice,Springer Medizin; Heidelberg,1
Hydrogeology Journal,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Mass Spectrometry Reviews,John Wiley and Sons Inc.; Hoboken,1
PLOS water,,1
International Journal of Impotence Research,Nature Publishing Group UK; London,1
Indian Journal of Otolaryngology and Head & Neck Surgery,Springer India; New Delhi,1
Craniomaxillofacial Trauma & Reconstruction,MDPI,1
Oxford Open Digital Health,Oxford University Press,1
Canadian Journal of Anaesthesia,Springer US; New York,1
Northern Clinics of Istanbul,Kare Publishing; Turkey,1
Mayo Clinic proceedings,,1
Applied Clinical Informatics,Georg Thieme Verlag KG; Stuttgart · New York,1
Cancer translational medicine,,1
Current Drug Discovery Technologies,Bentham Science Publishers,1
Toxicological Research,Korean Society of Toxicology,1
World Journal of Nephrology,Baishideng Publishing Group Inc,1
Journal of immunological methods,,1
Health psychology open,"SAGE Publications; Sage UK: London, England",1
Integrative Biology,Royal Society of Chemistry,1
eGEMs,AcademyHealth,1
Health services research and managerial epidemiology,"SAGE Publications; Sage CA: Los Angeles, CA",1
Hernia,Springer Paris; Paris,1
Journal of Clinical Medicine Research,Elmer Press,1
Journal of Addiction Medicine,Lippincott Williams & Wilkins,1
Research and Reports in Urology,Dove Medical Press,1
Current Organic Synthesis,Bentham Science Publishers,1
Food Chemistry,Elsevier Applied Science Publishers,1
The Korean Journal of Physiology & Pharmacology : Official Journal of the Korean Physiological Society and the Korean Society of Pharmacology,The Korean Physiological Society and The Korean Society of Pharmacology,1
Current Nutrition and Food Science,Bentham Science Publishers,1
Current Biotechnology,Bentham Science Publishers,1
Autopsy & Case Reports,"São Paulo, SP: Universidade de São Paulo, Hospital Universitário",1
Vascular pharmacology,,1
Annals of Pediatric Endocrinology & Metabolism,The Korean Society of Pediatric Endocrinology,1
"Nuclear instruments & methods in physics research. Section A, Accelerators, spectrometers, detectors and associated equipment",,1
Current Opinion in Microbiology,Current Biology,1
Cell calcium,,1
Biological chemistry,,1
Genomics Insights,"SAGE Publications; Sage UK: London, England",1
Open Access Journal of Contraception,Dove Medical Press,1
World Journal of Otorhinolaryngology - Head and Neck Surgery,KeAi Publishing,1
Current Molecular Pharmacology,Bentham Science Publishers,1
"Journal of Cardiovascular Medicine (Hagerstown, Md.)",Lippincott Williams & Wilkins,1
"Inquiry : A Journal of Medical Care Organization, Provision and Financing","SAGE Publications; Sage CA: Los Angeles, CA",1
Progress in Oceanography,Pergamon Press,1
Dermato-endocrinology,Taylor & Francis,1
Diabetes Care,American Diabetes Association,1
The Lancet. Oncology,,1
Animal behaviour,,1
Journal of Digestive Endoscopy,"Thieme Medical and Scientific Publishers Private Ltd.; A-12, Second Floor, Sector -2, NOIDA -201301, India",1
Psychosomatic medicine,,1
Mechanisms of ageing and development,,1
Pharmacological Reviews,"The American Society for Pharmacology and Experimental Therapeutics; Bethesda, MD",1
Journal of phycology,,1
Contraception,,1
Journal of Geophysical Research. Planets,John Wiley and Sons Inc.; Hoboken,1
Brain stimulation,,1
OTO Open,"SAGE Publications; Sage CA: Los Angeles, CA",1
Journal of Lipid and Atherosclerosis,Korean Society of Lipidology and Atherosclerosis,1
Rare Diseases,Landes Bioscience,1
Journal of equine science,The Japanese Society of Equine Science,1
Xenobiotica; the Fate of Foreign Compounds in Biological Systems,Informa UK Ltd.,1
Avicenna Journal of Medicine,Medknow Publications & Media Pvt Ltd; India,1
Annals of Gastroenterology : Quarterly Publication of the Hellenic Society of Gastroenterology,Hellenic Society of Gastroenterology; Greece,1
Iranian Journal of Cancer Prevention,"Cancer Research Center, Shahid Beheshti University of Medical Sciences",1
The Journal of molluscan studies,,1
Toxicology International,Medknow Publications & Media Pvt Ltd; India,1
Nanotoxicology,Informa UK Ltd.,1
Journal of Neurogenetics,Informa Healthcare,1
Scandinavian Journal of Clinical and Laboratory Investigation,Informa Healthcare,1
Journal of Biomedical Physics & Engineering,"Shiraz University of Medical Sciences; Shiraz, Iran",1
Toxicology Mechanisms and Methods,"Informa Healthcare USA, Inc.",1
Cancer Cytopathology,"BlackWell Publishing Ltd; Oxford, UK",1
European Journal of Haematology,"BlackWell Publishing Ltd; Oxford, UK",1
Postharvest Biology and Technology,Elsevier,1
"Drug, Healthcare and Patient Safety",Dove Medical Press,1
Nephro-urology Monthly,Kowsar,1
The Open AIDS Journal,Bentham Open,1
Oxford Medical Case Reports,Oxford University Press,1
Chemical Physics Letters,North Holland,1
Molecular cancer therapeutics,,1
"Anesthesia, Essays and Researches",Medknow Publications & Media Pvt Ltd; India,1
Gastrointestinal cancer : targets and therapy,,1
Journal of Chemical Technology and Biotechnology,"John Wiley & Sons, Ltd; Chichester, UK",1
Microbes and Infection / Institut Pasteur,Elsevier,1
Substance Abuse and Rehabilitation,Dove Medical Press,1
Applied Immunohistochemistry & Molecular Morphology,Lippincott Williams & Wilkins,1
Letters in Organic Chemistry,Bentham Science Publishers,1
Breathe,European Respiratory Society,1
Drugs in R&D,Springer International Publishing; Cham,1
Journal of Plant Nutrition and Soil Science,WILEY-VCH Verlag; Weinheim,1
Medicine and Pharmacy Reports,Iuliu Hatieganu University of Medicine and Pharmacy,1
JAK-STAT,Taylor & Francis,1
Journal of Pediatric Neurosciences,Medknow Publications & Media Pvt Ltd; India,1
Electronic Physician,Electronic physician,1
Annals of Rehabilitation Medicine,Korean Academy of Rehabilitation Medicine,1
International Journal of Audiology,Taylor & Francis,1
Scandinavian Journal of Gastroenterology,Informa Healthcare,1
Kidney Research and Clinical Practice,Elsevier,1
Gerontology and geriatric medicine,"SAGE Publications; Sage CA: Los Angeles, CA",1
The Journal of Advanced Prosthodontics,The Korean Academy of Prosthodontics,1
Molecular and cellular endocrinology,,1
Medchemcomm,Royal Society of Chemistry,1
Biopreservation and biobanking,,1
